1982 128.0
1946 15.9
1950 3.1
1966 3.7
1972 23.4
1998 -69.2
1961 3.3
2000 -236.2
1944 47.6
1953 6.5
1981 79.0
1975 53.2
1948 -11.8
1964 5.9
1952 1.5
1967 8.6
1941 4.9
1999 -124.4
1976 73.7
1978 59.2
1947 -4.0
1956 -3.9
1963 4.8
1990 221.2
1971 23.0
1987 149.8
1980 73.8
1993 255.1
1974 6.1
1973 14.9
1986 221.2
1945 47.6
1997 22.0
1979 40.7
1957 -3.4
1996 107.5
1994 203.3
1985 212.3
1955 3.0
1992 290.4
1942 20.5
1965 1.4
